Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Biometrics,Migration Difficulty
Alexis Ajinça,ajincal01,NBA,2008,Europe,France,Saint-Etienne,44.3,39.5,41.2,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2009,Europe,France,Saint-Etienne,44.4,38.6,40.1,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2010,Europe,France,Saint-Etienne,44.8,41.3,44.8,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2013,Europe,France,Saint-Etienne,46.9,44.7,50.4,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2014,Europe,France,Saint-Etienne,48.2,45.8,50.1,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2015,Europe,France,Saint-Etienne,45.6,44.3,49.1,65.0,34.9
Alexis Ajinça,ajincal01,NBA,2016,Europe,France,Saint-Etienne,45.6,42.3,48.6,65.0,34.9
Solomon Alabi,alabiso01,NBA,2010,Africa,Nigeria,Kaduna,44.1,38.3,40.3,63.7,34.9
Solomon Alabi,alabiso01,NBA,2011,Africa,Nigeria,Kaduna,44.6,39.5,43.8,63.7,34.9
Santi Aldama,aldamsa01,NBA,2021,Europe,Spain,Las Palmas,44.7,42.1,43.0,52.7,34.9
Santi Aldama,aldamsa01,NBA,2022,Europe,Spain,Las Palmas,49.8,50.6,53.4,52.7,34.9
Santi Aldama,aldamsa01,NBA,2023,Europe,Spain,Las Palmas,47.2,53.7,55.5,52.7,34.9
Furkan Aldemir,aldemfu01,NBA,2014,Asia,Türkiye,Konak,46.1,41.1,46.0,54.7,78.3
Joe Alexander,alexajo01,NBA,2008,Asia,Taiwan,Kaohsiung,44.8,43.8,44.4,48.0,100.0
Joe Alexander,alexajo01,NBA,2009,Asia,Taiwan,Kaohsiung,44.4,38.5,39.7,48.0,100.0
Kyle Alexander,alexaky01,NBA,2019,North America,Canada,Scarborough,44.4,38.2,38.9,51.5,13.2
Nickeil Alexander-Walker,alexani01,NBA,2019,North America,Canada,Toronto,44.1,47.2,43.9,35.4,13.2
Nickeil Alexander-Walker,alexani01,NBA,2020,North America,Canada,Toronto,45.2,52.2,51.1,35.4,13.2
Nickeil Alexander-Walker,alexani01,NBA,2021,North America,Canada,Toronto,44.5,54.6,49.3,35.4,13.2
Nickeil Alexander-Walker,alexani01,NBA,2022,North America,Canada,Toronto,45.6,48.3,46.2,35.4,13.2
Nickeil Alexander-Walker,alexani01,NBA,2023,North America,Canada,Toronto,49.5,54.2,50.5,35.4,13.2
Peter Aluma,alumape01,NBA,1998,Africa,Nigeria,Lagos,44.4,38.2,42.2,59.8,34.9
David Andersen,anderda03,NBA,2009,Oceania,Australia,Melbourne,45.9,44.9,45.4,58.0,45.7
David Andersen,anderda03,NBA,2010,Oceania,Australia,Melbourne,44.7,41.0,42.5,58.0,45.7
Martynas Andriuškevičius,andrima01,NBA,2005,Europe,Lithuania,Kaunas,44.4,37.7,40.4,62.9,78.3
Chris Anstey,anstech01,NBA,1997,Oceania,Australia,Melbourne,45.1,44.3,49.3,61.2,45.7
Chris Anstey,anstech01,NBA,1998,Oceania,Australia,Melbourne,44.7,41.8,44.6,61.2,45.7
Chris Anstey,anstech01,NBA,1999,Oceania,Australia,Melbourne,46.6,46.3,48.1,61.2,45.7
Giannis Antetokounmpo,antetgi01,NBA,2013,Europe,Greece,Athens,45.8,50.8,55.0,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2014,Europe,Greece,Athens,51.7,59.0,62.0,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2015,Europe,Greece,Athens,52.8,68.9,67.4,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2016,Europe,Greece,Athens,93.7,78.6,74.9,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2017,Europe,Greece,Athens,93.0,79.0,72.0,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2018,Europe,Greece,Athens,96.0,82.5,75.2,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2019,Europe,Greece,Athens,92.1,80.6,70.8,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2020,Europe,Greece,Athens,91.0,79.5,68.9,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2021,Europe,Greece,Athens,94.2,82.6,70.6,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2022,Europe,Greece,Athens,89.1,82.2,65.4,57.2,78.3
Giannis Antetokounmpo,antetgi01,NBA,2023,Europe,Greece,Athens,94.6,87.4,69.8,57.2,78.3
Kostas Antetokounmpo,antetko01,NBA,2018,Europe,Greece,Athens,44.3,38.2,42.9,44.4,78.3
Kostas Antetokounmpo,antetko01,NBA,2019,Europe,Greece,Athens,44.5,39.2,38.7,44.4,78.3
Kostas Antetokounmpo,antetko01,NBA,2020,Europe,Greece,Athens,44.1,38.3,41.1,44.4,78.3
Thanasis Antetokounmpo,antetth01,NBA,2015,Europe,Greece,Athens,44.4,39.2,38.9,43.1,78.3
Thanasis Antetokounmpo,antetth01,NBA,2019,Europe,Greece,Athens,44.6,41.0,41.2,43.1,78.3
Thanasis Antetokounmpo,antetth01,NBA,2020,Europe,Greece,Athens,45.2,42.5,43.9,43.1,78.3
Thanasis Antetokounmpo,antetth01,NBA,2021,Europe,Greece,Athens,45.4,41.7,43.6,43.1,78.3
Thanasis Antetokounmpo,antetth01,NBA,2022,Europe,Greece,Athens,44.5,39.7,40.4,43.1,78.3
Thanasis Antetokounmpo,antetth01,NBA,2023,Europe,Greece,Athens,44.4,39.5,40.2,43.1,78.3
Joel Anthony,anthojo01,NBA,2007,North America,Canada,Montreal,45.1,40.2,47.7,53.8,13.2
Joel Anthony,anthojo01,NBA,2008,North America,Canada,Montreal,46.4,40.9,50.2,53.8,13.2
Joel Anthony,anthojo01,NBA,2009,North America,Canada,Montreal,48.1,40.9,50.5,53.8,13.2
Joel Anthony,anthojo01,NBA,2010,North America,Canada,Montreal,48.3,40.7,49.8,53.8,13.2
Joel Anthony,anthojo01,NBA,2011,North America,Canada,Montreal,48.4,41.1,52.6,53.8,13.2
Joel Anthony,anthojo01,NBA,2012,North America,Canada,Montreal,45.8,39.6,44.9,53.8,13.2
Joel Anthony,anthojo01,NBA,2013,North America,Canada,Montreal,44.6,38.4,41.2,53.8,13.2
Joel Anthony,anthojo01,NBA,2014,North America,Canada,Montreal,45.8,39.4,46.1,53.8,13.2
Joel Anthony,anthojo01,NBA,2015,North America,Canada,Montreal,44.8,38.4,41.8,53.8,13.2
Joel Anthony,anthojo01,NBA,2016,North America,Canada,Montreal,44.8,38.9,41.5,53.8,13.2
Pero Antić,anticpe01,NBA,2013,Europe,North Macedonia,Skopje,46.1,46.5,46.9,61.7,78.3
Pero Antić,anticpe01,NBA,2014,Europe,North Macedonia,Skopje,46.2,45.0,45.3,61.7,78.3
OG Anunoby,anunoog01,NBA,2017,Europe,United Kingdom,London,48.0,45.7,48.3,46.4,34.9
OG Anunoby,anunoog01,NBA,2018,Europe,United Kingdom,London,46.7,46.2,48.7,46.4,34.9
OG Anunoby,anunoog01,NBA,2019,Europe,United Kingdom,London,51.2,52.4,59.3,46.4,34.9
OG Anunoby,anunoog01,NBA,2020,Europe,United Kingdom,London,48.1,55.4,57.2,46.4,34.9
OG Anunoby,anunoog01,NBA,2021,Europe,United Kingdom,London,48.8,58.2,56.1,46.4,34.9
OG Anunoby,anunoog01,NBA,2022,Europe,United Kingdom,London,50.0,59.0,62.0,46.4,34.9
OG Anunoby,anunoog01,NBA,2023,Europe,United Kingdom,London,47.4,55.3,55.3,46.4,34.9
Rafael Araújo,araujra01,NBA,2004,South America,Brazil,Curitiba,44.7,41.3,45.3,67.0,45.7
Rafael Araújo,araujra01,NBA,2005,South America,Brazil,Curitiba,43.4,40.4,45.2,67.0,45.7
Rafael Araújo,araujra01,NBA,2006,South America,Brazil,Curitiba,44.5,40.2,42.0,67.0,45.7
Robert Archibald,archiro01,NBA,2002,Europe,United Kingdom,Paisley,44.1,39.1,40.3,59.2,34.9
Robert Archibald,archiro01,NBA,2003,Europe,United Kingdom,Paisley,44.6,39.3,42.5,59.2,34.9
Carlos Arroyo,arroyca01,NBA,2001,North America,Puerto Rico,Fajardo,44.8,44.5,41.3,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2002,North America,Puerto Rico,Fajardo,44.7,42.9,40.6,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2003,North America,Puerto Rico,Fajardo,50.0,65.4,49.1,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2004,North America,Puerto Rico,Fajardo,45.9,56.5,45.4,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2005,North America,Puerto Rico,Fajardo,47.6,53.3,44.9,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2006,North America,Puerto Rico,Fajardo,47.4,53.9,45.3,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2007,North America,Puerto Rico,Fajardo,47.7,54.3,44.4,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2009,North America,Puerto Rico,Fajardo,48.8,53.5,45.3,28.4,13.2
Carlos Arroyo,arroyca01,NBA,2010,North America,Puerto Rico,Fajardo,46.4,47.9,43.2,28.4,13.2
Ömer Aşık,asikom01,NBA,2010,Asia,Türkiye,Bursa,47.6,41.8,48.8,62.7,78.3
Ömer Aşık,asikom01,NBA,2011,Asia,Türkiye,Bursa,47.4,42.0,52.7,62.7,78.3
Ömer Aşık,asikom01,NBA,2012,Asia,Türkiye,Bursa,50.9,51.0,65.5,62.7,78.3
Ömer Aşık,asikom01,NBA,2013,Asia,Türkiye,Bursa,47.2,43.7,52.9,62.7,78.3
Ömer Aşık,asikom01,NBA,2014,Asia,Türkiye,Bursa,50.3,47.9,58.1,62.7,78.3
Ömer Aşık,asikom01,NBA,2015,Asia,Türkiye,Bursa,46.4,42.5,50.5,62.7,78.3
Ömer Aşık,asikom01,NBA,2016,Asia,Türkiye,Bursa,45.6,40.7,45.8,62.7,78.3
Ömer Aşık,asikom01,NBA,2017,Asia,Türkiye,Bursa,44.3,38.8,42.4,62.7,78.3
Deni Avdija,avdijde01,NBA,2020,Asia,Israel,Beit Zera,45.8,46.2,51.1,44.9,78.3
Deni Avdija,avdijde01,NBA,2021,Asia,Israel,Beit Zera,47.2,53.0,56.2,44.9,78.3
Deni Avdija,avdijde01,NBA,2022,Asia,Israel,Beit Zera,47.2,55.7,57.7,44.9,78.3
Deni Avdija,avdijde01,NBA,2023,Asia,Israel,Beit Zera,48.2,64.3,58.9,44.9,78.3
Joel Ayayi,ayayijo01,NBA,2021,Europe,France,Bordeaux,44.4,38.9,38.8,29.0,34.9
Gustavo Ayón,ayongu01,NBA,2011,North America,Mexico,Tepic,48.2,46.5,54.1,57.2,34.9
Gustavo Ayón,ayongu01,NBA,2012,North America,Mexico,Tepic,45.8,44.5,46.7,57.2,34.9
Gustavo Ayón,ayongu01,NBA,2013,North America,Mexico,Tepic,45.2,42.9,49.0,57.2,34.9
Deandre Ayton,aytonde01,NBA,2018,North America,Bahamas,Nassau,51.3,58.5,63.1,61.4,13.2
Deandre Ayton,aytonde01,NBA,2019,North America,Bahamas,Nassau,48.1,55.6,59.6,61.4,13.2
Deandre Ayton,aytonde01,NBA,2020,North America,Bahamas,Nassau,54.3,55.5,62.1,61.4,13.2
Deandre Ayton,aytonde01,NBA,2021,North America,Bahamas,Nassau,53.1,56.5,59.6,61.4,13.2
Deandre Ayton,aytonde01,NBA,2022,North America,Bahamas,Nassau,51.7,59.3,60.0,61.4,13.2
Deandre Ayton,aytonde01,NBA,2023,North America,Bahamas,Nassau,49.0,56.3,62.0,61.4,13.2
Kelenna Azubuike,azubuke01,NBA,2006,Europe,United Kingdom,London,45.8,44.7,45.1,39.2,34.9
Kelenna Azubuike,azubuke01,NBA,2007,Europe,United Kingdom,London,48.4,49.4,50.4,39.2,34.9
Kelenna Azubuike,azubuke01,NBA,2008,Europe,United Kingdom,London,49.2,56.5,54.3,39.2,34.9
Kelenna Azubuike,azubuke01,NBA,2009,Europe,United Kingdom,London,45.2,47.3,47.4,39.2,34.9
Kelenna Azubuike,azubuke01,NBA,2011,Europe,United Kingdom,London,44.3,38.9,39.8,39.2,34.9
Udoka Azubuike,azubuud01,NBA,2020,Africa,Nigeria,Lagos,44.5,38.3,40.3,65.0,34.9
Udoka Azubuike,azubuud01,NBA,2021,Africa,Nigeria,Lagos,45.1,40.5,44.6,65.0,34.9
Udoka Azubuike,azubuud01,NBA,2022,Africa,Nigeria,Lagos,45.6,40.9,44.6,65.0,34.9
Udoka Azubuike,azubuud01,NBA,2023,Africa,Nigeria,Lagos,44.6,39.4,41.5,65.0,34.9
Miloš Babić,babicmi01,NBA,1990,Europe,Serbia,Kraljevo,44.3,39.2,39.4,58.8,78.3
Miloš Babić,babicmi01,NBA,1991,Europe,Serbia,Kraljevo,44.4,40.0,40.0,58.8,78.3
Ibou Badji,badjiib01,NBA,2023,Africa,Senegal,Dakar,44.6,39.9,43.9,60.8,34.9
Dalibor Bagarić,bagarda01,NBA,2000,Europe,Germany,Munich,43.6,39.3,43.0,64.8,56.6
Dalibor Bagarić,bagarda01,NBA,2001,Europe,Germany,Munich,44.3,41.9,46.1,64.8,56.6
Dalibor Bagarić,bagarda01,NBA,2002,Europe,Germany,Munich,44.3,39.5,42.1,64.8,56.6
Cameron Bairstow,bairsca01,NBA,2014,Oceania,Australia,Brisbane,44.3,38.2,39.3,55.1,45.7
Cameron Bairstow,bairsca01,NBA,2015,Oceania,Australia,Brisbane,44.4,39.5,41.2,55.1,45.7
Norm Baker,bakerno01,NBA,1946,North America,Canada,Victoria,44.4,37.7,38.4,18.5,13.2
Dalano Banton,bantoda01,NBA,2021,North America,Canada,Toronto,44.8,45.3,44.7,43.4,13.2
Dalano Banton,bantoda01,NBA,2022,North America,Canada,Toronto,44.8,43.5,43.7,43.4,13.2
Dalano Banton,bantoda01,NBA,2023,North America,Canada,Toronto,44.9,52.9,48.3,43.4,13.2
Leandro Barbosa,barbole01,NBA,2003,South America,Brazil,Sao Paulo,46.6,52.5,51.2,28.4,45.7
Leandro Barbosa,barbole01,NBA,2004,South America,Brazil,Sao Paulo,46.5,49.9,45.1,28.4,45.7
Leandro Barbosa,barbole01,NBA,2005,South America,Brazil,Sao Paulo,48.9,56.7,48.1,28.4,45.7
Leandro Barbosa,barbole01,NBA,2006,South America,Brazil,Sao Paulo,54.1,68.9,53.5,28.4,45.7
Leandro Barbosa,barbole01,NBA,2007,South America,Brazil,Sao Paulo,50.9,62.4,51.5,28.4,45.7
Leandro Barbosa,barbole01,NBA,2008,South America,Brazil,Sao Paulo,50.3,58.1,51.3,28.4,45.7
Leandro Barbosa,barbole01,NBA,2009,South America,Brazil,Sao Paulo,45.6,48.7,44.7,28.4,45.7
Leandro Barbosa,barbole01,NBA,2010,South America,Brazil,Sao Paulo,46.2,54.9,47.1,28.4,45.7
Leandro Barbosa,barbole01,NBA,2011,South America,Brazil,Sao Paulo,46.4,52.1,47.7,28.4,45.7
Leandro Barbosa,barbole01,NBA,2012,South America,Brazil,Sao Paulo,45.4,45.2,42.8,28.4,45.7
Leandro Barbosa,barbole01,NBA,2013,South America,Brazil,Sao Paulo,44.8,45.7,42.8,28.4,45.7
Leandro Barbosa,barbole01,NBA,2014,South America,Brazil,Sao Paulo,47.7,48.7,45.3,28.4,45.7
Leandro Barbosa,barbole01,NBA,2015,South America,Brazil,Sao Paulo,46.9,47.3,46.2,28.4,45.7
Leandro Barbosa,barbole01,NBA,2016,South America,Brazil,Sao Paulo,45.1,47.1,44.8,28.4,45.7
J.J. Barea,bareajo01,NBA,2006,North America,Puerto Rico,Mayaguez,44.5,41.1,39.5,14.3,13.2
J.J. Barea,bareajo01,NBA,2007,North America,Puerto Rico,Mayaguez,44.9,44.5,41.9,14.3,13.2
J.J. Barea,bareajo01,NBA,2008,North America,Puerto Rico,Mayaguez,47.0,56.8,46.0,14.3,13.2
J.J. Barea,bareajo01,NBA,2009,North America,Puerto Rico,Mayaguez,47.0,56.2,45.6,14.3,13.2
J.J. Barea,bareajo01,NBA,2010,North America,Puerto Rico,Mayaguez,48.2,60.5,44.7,14.3,13.2
J.J. Barea,bareajo01,NBA,2011,North America,Puerto Rico,Mayaguez,45.8,60.5,45.2,14.3,13.2
J.J. Barea,bareajo01,NBA,2012,North America,Puerto Rico,Mayaguez,46.6,61.3,46.3,14.3,13.2
J.J. Barea,bareajo01,NBA,2013,North America,Puerto Rico,Mayaguez,45.2,58.8,44.5,14.3,13.2
J.J. Barea,bareajo01,NBA,2014,North America,Puerto Rico,Mayaguez,47.6,56.3,44.6,14.3,13.2
J.J. Barea,bareajo01,NBA,2015,North America,Puerto Rico,Mayaguez,47.7,61.4,44.5,14.3,13.2
J.J. Barea,bareajo01,NBA,2016,North America,Puerto Rico,Mayaguez,45.9,58.7,43.9,14.3,13.2
J.J. Barea,bareajo01,NBA,2017,North America,Puerto Rico,Mayaguez,48.3,68.2,47.4,14.3,13.2
J.J. Barea,bareajo01,NBA,2018,North America,Puerto Rico,Mayaguez,45.6,59.4,45.1,14.3,13.2
J.J. Barea,bareajo01,NBA,2019,North America,Puerto Rico,Mayaguez,45.2,51.7,41.7,14.3,13.2
Andrea Bargnani,bargnan01,NBA,2006,Europe,Italy,Rome,46.6,50.4,51.4,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2007,Europe,Italy,Rome,46.1,51.4,49.2,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2008,Europe,Italy,Rome,49.0,56.7,57.0,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2009,Europe,Italy,Rome,49.4,58.6,57.8,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2010,Europe,Italy,Rome,47.4,62.5,53.0,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2011,Europe,Italy,Rome,47.0,55.5,50.1,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2012,Europe,Italy,Rome,44.5,49.3,48.4,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2013,Europe,Italy,Rome,46.2,50.4,50.9,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2014,Europe,Italy,Rome,45.4,51.3,46.6,60.1,34.9
Andrea Bargnani,bargnan01,NBA,2015,Europe,Italy,Rome,44.6,43.9,42.2,60.1,34.9
RJ Barrett,barrerj01,NBA,2019,North America,Canada,Toronto,43.8,57.0,53.3,39.8,13.2
RJ Barrett,barrerj01,NBA,2020,North America,Canada,Toronto,49.2,63.8,54.5,39.8,13.2
RJ Barrett,barrerj01,NBA,2021,North America,Canada,Toronto,47.2,65.7,53.4,39.8,13.2
RJ Barrett,barrerj01,NBA,2022,North America,Canada,Toronto,47.0,65.1,50.9,39.8,13.2
RJ Barrett,barrerj01,NBA,2023,North America,Canada,Toronto,47.8,64.5,51.7,39.8,13.2
Charles Bassey,bassech01,NBA,2021,Africa,Nigeria,Lagos,45.4,40.3,44.2,53.4,34.9
Charles Bassey,bassech01,NBA,2022,Africa,Nigeria,Lagos,45.9,44.9,49.4,53.4,34.9
Charles Bassey,bassech01,NBA,2023,Africa,Nigeria,Lagos,45.2,42.0,46.8,53.4,34.9
Mengke Bateer,bateeme01,NBA,2001,Asia,China,Beijing,44.5,42.9,44.2,69.5,100.0
Mengke Bateer,bateeme01,NBA,2002,Asia,China,Beijing,44.1,38.7,39.2,69.5,100.0
Mengke Bateer,bateeme01,NBA,2003,Asia,China,Beijing,44.5,38.6,39.5,69.5,100.0
Esteban Batista,batises01,NBA,2005,South America,Uruguay,Montevideo,44.5,39.5,43.6,62.4,45.7
Esteban Batista,batises01,NBA,2006,South America,Uruguay,Montevideo,44.6,39.2,41.6,62.4,45.7
Nicolas Batum,batumni01,NBA,2008,Europe,France,Lisieux,48.8,46.2,49.3,48.0,34.9
Nicolas Batum,batumni01,NBA,2009,Europe,France,Lisieux,48.5,47.9,49.0,48.0,34.9
Nicolas Batum,batumni01,NBA,2010,Europe,France,Lisieux,52.3,55.1,54.5,48.0,34.9
Nicolas Batum,batumni01,NBA,2011,Europe,France,Lisieux,50.1,53.7,55.1,48.0,34.9
Nicolas Batum,batumni01,NBA,2012,Europe,France,Lisieux,51.3,67.2,61.5,48.0,34.9
Nicolas Batum,batumni01,NBA,2013,Europe,France,Lisieux,53.8,68.3,61.7,48.0,34.9
Nicolas Batum,batumni01,NBA,2014,Europe,France,Lisieux,50.6,61.7,58.8,48.0,34.9
Nicolas Batum,batumni01,NBA,2015,Europe,France,Lisieux,50.3,69.8,58.4,48.0,34.9
Nicolas Batum,batumni01,NBA,2016,Europe,France,Lisieux,49.8,72.0,60.1,48.0,34.9
Nicolas Batum,batumni01,NBA,2017,Europe,France,Lisieux,48.5,64.6,54.2,48.0,34.9
Nicolas Batum,batumni01,NBA,2018,Europe,France,Lisieux,48.8,57.4,56.7,48.0,34.9
Nicolas Batum,batumni01,NBA,2019,Europe,France,Lisieux,45.1,46.4,47.9,48.0,34.9
Nicolas Batum,batumni01,NBA,2020,Europe,France,Lisieux,50.3,51.9,55.8,48.0,34.9
Nicolas Batum,batumni01,NBA,2021,Europe,France,Lisieux,48.8,49.8,54.9,48.0,34.9
Nicolas Batum,batumni01,NBA,2022,Europe,France,Lisieux,48.7,48.8,52.6,48.0,34.9
Nicolas Batum,batumni01,NBA,2023,Europe,France,Lisieux,48.3,48.6,51.9,48.0,34.9
Aron Baynes,baynear01,NBA,2012,Oceania,New Zealand,Gisborne,44.5,39.9,41.4,59.8,34.9
Aron Baynes,baynear01,NBA,2013,Oceania,New Zealand,Gisborne,45.1,42.0,41.9,59.8,34.9
Aron Baynes,baynear01,NBA,2014,Oceania,New Zealand,Gisborne,49.0,45.3,47.3,59.8,34.9
Aron Baynes,baynear01,NBA,2015,Oceania,New Zealand,Gisborne,49.2,46.2,50.0,59.8,34.9
Aron Baynes,baynear01,NBA,2016,Oceania,New Zealand,Gisborne,48.0,43.7,48.6,59.8,34.9
Aron Baynes,baynear01,NBA,2017,Oceania,New Zealand,Gisborne,48.0,47.5,51.5,59.8,34.9
Aron Baynes,baynear01,NBA,2018,Oceania,New Zealand,Gisborne,47.2,45.3,47.7,59.8,34.9
Aron Baynes,baynear01,NBA,2019,Oceania,New Zealand,Gisborne,46.9,50.4,48.2,59.8,34.9
Aron Baynes,baynear01,NBA,2020,Oceania,New Zealand,Gisborne,45.6,45.2,48.3,59.8,34.9
Sergei Bazarevich,bazarse01,NBA,1994,Europe,Russia,Moscow,44.6,42.0,39.8,19.7,78.3
Rodrigue Beaubois,beaubro01,NBA,2009,North America,Guadeloupe,Pointe-a-Pitre,46.7,47.5,44.8,15.9,34.9
Rodrigue Beaubois,beaubro01,NBA,2010,North America,Guadeloupe,Pointe-a-Pitre,44.6,48.5,45.4,15.9,34.9
Rodrigue Beaubois,beaubro01,NBA,2011,North America,Guadeloupe,Pointe-a-Pitre,47.0,53.1,51.7,15.9,34.9
Rodrigue Beaubois,beaubro01,NBA,2012,North America,Guadeloupe,Pointe-a-Pitre,44.8,45.7,43.0,15.9,34.9
Hank Beenders,beendha01,NBA,1946,Europe,Netherlands,Haarlem,45.6,50.0,38.4,32.2,34.9
Hank Beenders,beendha01,NBA,1947,Europe,Netherlands,Haarlem,45.4,41.9,38.4,32.2,34.9
Hank Beenders,beendha01,NBA,1948,Europe,Netherlands,Haarlem,44.3,39.7,38.4,32.2,34.9
Marco Belinelli,belinma01,NBA,2007,Europe,Italy,San Giovanni in Persiceto,44.4,40.8,39.7,39.2,34.9
Marco Belinelli,belinma01,NBA,2008,Europe,Italy,San Giovanni in Persiceto,44.9,49.7,45.8,39.2,34.9
Marco Belinelli,belinma01,NBA,2009,Europe,Italy,San Giovanni in Persiceto,45.8,48.2,45.5,39.2,34.9
Marco Belinelli,belinma01,NBA,2010,Europe,Italy,San Giovanni in Persiceto,48.4,51.9,45.9,39.2,34.9
Marco Belinelli,belinma01,NBA,2011,Europe,Italy,San Giovanni in Persiceto,47.8,53.1,48.3,39.2,34.9
Marco Belinelli,belinma01,NBA,2012,Europe,Italy,San Giovanni in Persiceto,48.0,53.3,46.6,39.2,34.9
