Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Measurables,Migration Difficulty
Domingo Acevedo,acevedo01,MLB,,North America,Dominican Republic,Villa Los Almacigos,26,,,,
Domingo Acevedo,acevedo01,MLB,,North America,Dominican Republic,Villa Los Almacigos,19,,,,
José Acevedo,acevejo01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
José Acevedo,acevejo01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
José Acevedo,acevejo01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
José Acevedo,acevejo01,MLB,,North America,Dominican Republic,Santo Domingo,20,,,,
José Acevedo,acevejo01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,21,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,21,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,22,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,21,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,22,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,22,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,22,,,,
Juan Acevedo,aceveju01,MLB,,North America,Mexico,Ciudad Juarez,22,,,,
Cy Acosta,acostcy01,MLB,,North America,Mexico,El Sabino,21,,,,
Cy Acosta,acostcy01,MLB,,North America,Mexico,El Sabino,22,,,,
Cy Acosta,acostcy01,MLB,,North America,Mexico,El Sabino,22,,,,
Cy Acosta,acostcy01,MLB,,North America,Mexico,El Sabino,22,,,,
Ed Acosta,acosted01,MLB,,North America,Panama,Boquete,22,,,,
Ed Acosta,acosted01,MLB,,North America,Panama,Boquete,21,,,,
Ed Acosta,acosted01,MLB,,North America,Panama,Boquete,21,,,,
José Acosta,acostjo01,MLB,,North America,Cuba,La Habana,22,,,,
José Acosta,acostjo01,MLB,,North America,Cuba,La Habana,21,,,,
José Acosta,acostjo01,MLB,,North America,Cuba,La Habana,22,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,22,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,21,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,22,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,22,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,22,,,,
Manny Acosta,acostma01,MLB,,North America,Panama,Colon,22,,,,
Merito Acosta,acostme01,MLB,,North America,Cuba,Bauta,22,,,,
Merito Acosta,acostme01,MLB,,North America,Cuba,Bauta,21,,,,
Merito Acosta,acostme01,MLB,,North America,Cuba,Bauta,22,,,,
Merito Acosta,acostme01,MLB,,North America,Cuba,Bauta,22,,,,
Merito Acosta,acostme01,MLB,,North America,Cuba,Bauta,25,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,36,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,41,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,30,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,35,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,31,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,52,,,,
Ronald Acuña Jr.,acunaro01,MLB,,South America,Venezuela,La Guaira,23,,,,
Cristhian Adames,adamecr01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
Cristhian Adames,adamecr01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Cristhian Adames,adamecr01,MLB,,North America,Dominican Republic,Santo Domingo,19,,,,
Cristhian Adames,adamecr01,MLB,,North America,Dominican Republic,Santo Domingo,20,,,,
Cristhian Adames,adamecr01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,26,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,36,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,29,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,37,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,38,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,33,,,,
Willy Adames,adamewi01,MLB,,North America,Dominican Republic,Santiago,26,,,,
Jim Adduci,adducji02,MLB,,North America,Canada,Burnaby,22,,,,
Jim Adduci,adducji02,MLB,,North America,Canada,Burnaby,21,,,,
Jim Adduci,adducji02,MLB,,North America,Canada,Burnaby,23,,,,
Jim Adduci,adducji02,MLB,,North America,Canada,Burnaby,21,,,,
Jim Adduci,adducji02,MLB,,North America,Canada,Burnaby,22,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,22,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,25,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,23,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,24,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,24,,,,
Bob Addy,addybo01,MLB,,North America,Canada,Port Hope,24,,,,
Joan Adon,adonjo01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Joan Adon,adonjo01,MLB,,North America,Dominican Republic,Santo Domingo,17,,,,
Joan Adon,adonjo01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
Joan Adon,adonjo01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,22,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,20,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,22,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,21,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,23,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,22,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,25,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,22,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,23,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,20,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,21,,,,
Ehire Adrianza,adriaeh01,MLB,,South America,Venezuela,Guarenas,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,21,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,16,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,21,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Juan Agosto,agostju01,MLB,,North America,Puerto Rico,Rio Piedras,22,,,,
Dario Agrazal,agrazda01,MLB,,North America,Panama,Aguadulce,21,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,23,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,21,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,24,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,21,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,26,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,27,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,20,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,24,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,21,,,,
Luis Aguayo,aguaylu01,MLB,,North America,Puerto Rico,Vega Baja,21,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,20,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,21,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,21,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,25,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,34,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,21,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,24,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,27,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,18,,,,
Jesús Aguilar,aguilje01,MLB,,South America,Venezuela,Maracay,20,,,,
Miguel Aguilar,aguilmi01,MLB,,North America,Mexico,Ciudad Obregon,22,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,22,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,20,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,22,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,22,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,20,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,22,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,23,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,25,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,27,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,29,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,21,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,21,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,31,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,20,,,,
Eddie Ainsmith,ainsmed01,MLB,,,,,22,,,,
Shogo Akiyama,akiyash01,MLB,,Asia,Japan,Yokosuka,25,,,,
Shogo Akiyama,akiyash01,MLB,,Asia,Japan,Yokosuka,18,,,,
Gibson Alba,albagi01,MLB,,North America,Dominican Republic,Santiago,22,,,,
Jonathan Albaladejo,albaljo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
Jonathan Albaladejo,albaljo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
Jonathan Albaladejo,albaljo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
Jonathan Albaladejo,albaljo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
Jonathan Albaladejo,albaljo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
Andrew Albers,alberan01,MLB,,North America,Canada,North Battleford,23,,,,
Andrew Albers,alberan01,MLB,,North America,Canada,North Battleford,22,,,,
Andrew Albers,alberan01,MLB,,North America,Canada,North Battleford,21,,,,
Andrew Albers,alberan01,MLB,,North America,Canada,North Battleford,22,,,,
Andrew Albers,alberan01,MLB,,North America,Canada,North Battleford,20,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,23,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,20,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,21,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,35,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,24,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,24,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,22,,,,
Hanser Alberto,alberha01,MLB,,North America,Dominican Republic,San Francisco de Macoris,23,,,,
José Alberro,alberjo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
José Alberro,alberjo01,MLB,,North America,Puerto Rico,San Juan,22,,,,
José Alberro,alberjo01,MLB,,North America,Puerto Rico,San Juan,18,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,27,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,37,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,40,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,24,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,35,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,25,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,39,,,,
Ozzie Albies,albieoz01,MLB,,North America,Curacao,Willemstad,23,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,25,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,21,,,,
Al Alburquerque,albural01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,22,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,23,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,22,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,22,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,21,,,,
Jorge Alcalá,alcaljo01,MLB,,North America,Dominican Republic,Bajos de Haina,22,,,,
Santo Alcalá,alcalsa01,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Santo Alcalá,alcalsa01,MLB,,North America,Dominican Republic,San Pedro de Macoris,21,,,,
Arismendy Alcántara,alcanar01,MLB,,North America,Dominican Republic,Santo Domingo,24,,,,
Arismendy Alcántara,alcanar01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
Arismendy Alcántara,alcanar01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
Arismendy Alcántara,alcanar01,MLB,,North America,Dominican Republic,Santo Domingo,20,,,,
Israel Alcántara,alcanis01,MLB,,North America,Dominican Republic,Bani,23,,,,
Israel Alcántara,alcanis01,MLB,,North America,Dominican Republic,Bani,21,,,,
Israel Alcántara,alcanis01,MLB,,North America,Dominican Republic,Bani,21,,,,
Raul Alcántara,alcanra01,MLB,,North America,Dominican Republic,Barahona,21,,,,
Raul Alcántara,alcanra01,MLB,,North America,Dominican Republic,Barahona,20,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,22,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,21,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,21,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,25,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,21,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,51,,,,
Sandy Alcántara,alcansa01,MLB,,North America,Dominican Republic,Azua,35,,,,
Sergio Alcántara,alcanse01,MLB,,North America,Dominican Republic,Santo Domingo Este,21,,,,
Sergio Alcántara,alcanse01,MLB,,North America,Dominican Republic,Santo Domingo Este,24,,,,
Sergio Alcántara,alcanse01,MLB,,North America,Dominican Republic,Santo Domingo Este,21,,,,
Victor Alcántara,alcanvi01,MLB,,North America,Dominican Republic,Santo Domingo,21,,,,
Victor Alcántara,alcanvi01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Victor Alcántara,alcanvi01,MLB,,North America,Dominican Republic,Santo Domingo,22,,,,
Luis Alcaraz,alcarlu01,MLB,,North America,Puerto Rico,Humacao,20,,,,
Luis Alcaraz,alcarlu01,MLB,,North America,Puerto Rico,Humacao,19,,,,
Luis Alcaraz,alcarlu01,MLB,,North America,Puerto Rico,Humacao,23,,,,
Luis Alcaraz,alcarlu01,MLB,,North America,Puerto Rico,Humacao,18,,,,
Bob Alexander,alexabo01,MLB,,North America,Canada,Vancouver,22,,,,
Bob Alexander,alexabo01,MLB,,North America,Canada,Vancouver,22,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,17,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,25,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,18,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,22,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,19,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,21,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,21,,,,
Manny Alexander,alexama02,MLB,,North America,Dominican Republic,San Pedro de Macoris,21,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,20,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,24,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,28,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,25,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,20,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,20,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,25,,,,
Jorge Alfaro,alfarjo01,MLB,,South America,Colombia,Sincelejo,20,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,21,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,21,,,,
Antonio Alfonseca,alfonan01,MLB,,North America,Dominican Republic,La Romana,22,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,27,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,24,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,20,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,22,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,25,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,26,,,,
Ángel Alfonso,alfonan02,MLB,,North America,Cuba,La Habana,27,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,24,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,25,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,45,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,32,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,44,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,45,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,28,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,40,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,23,,,,
Edgardo Alfonzo,alfoned01,MLB,,South America,Venezuela,Santa Teresa del Tuy,24,,,,
